date,Bills & Utilities,Education,Entertainment,Food & Dining,Healthcare,Income,Others,Savings,Travel,total_daily_expense,daily_expense_capped,original_daily_expense
2019-02-10,0.0,0.0,16640.0,0.0,0.0,0.0,3420.0,0.0,0.0,20060.0,0,20060.0
2019-02-11,0.0,0.0,0.0,32180.0,0.0,0.0,102770.0,0.0,0.0,134950.0,0,134950.0
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,63930.0,0.0,263930.0,0,263930.0
2019-02-15,0.0,0.0,0.0,1940.0,0.0,0.0,100000.0,0.0,3400.0,105340.0,0,105340.0
2019-02-16,1280.0,0.0,0.0,0.0,0.0,0.0,122400.0,0.0,28710.0,152390.0,0,152390.0
2019-02-17,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-02-18,0.0,0.0,43500.0,41680.0,0.0,0.0,0.0,28770.0,0.0,113950.0,0,113950.0
2019-02-19,0.0,0.0,0.0,1530.0,0.0,0.0,17970.0,12860.0,0.0,32360.0,0,32360.0
2019-02-20,0.0,0.0,0.0,930.0,0.0,0.0,102310.0,0.0,19450.0,122690.0,0,122690.0
2019-02-22,11050.0,0.0,3250.0,0.0,0.0,100000.0,0.0,0.0,0.0,114300.0,0,114300.0
2019-02-24,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,870.0,0,870.0
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,5730.0,0.0,0.0,5730.0,0,5730.0
2019-02-26,0.0,0.0,0.0,103830.0,0.0,0.0,100000.0,0.0,0.0,203830.0,0,203830.0
2019-02-27,0.0,0.0,0.0,64240.0,0.0,0.0,0.0,0.0,0.0,64240.0,0,64240.0
2019-02-28,6160.0,0.0,0.0,0.0,0.0,0.0,24090.0,0.0,6120.0,36370.0,0,36370.0
2019-03-01,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,0,2160.0
2019-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27710.0,27710.0,0,27710.0
2019-03-03,0.0,0.0,17440.0,14410.0,0.0,0.0,0.0,0.0,14250.0,46100.0,0,46100.0
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,2500.0,0,2500.0
2019-03-06,13300.0,0.0,18100.0,0.0,0.0,0.0,2160.0,4430.0,0.0,37990.0,0,37990.0
2019-03-07,730.0,0.0,0.0,46330.0,25360.0,0.0,2200.0,0.0,0.0,74620.0,0,74620.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090.0,3090.0,0,3090.0
2019-03-09,0.0,0.0,0.0,0.0,0.0,0.0,16390.0,0.0,0.0,16390.0,0,16390.0
2019-03-10,0.0,0.0,0.0,5040.0,0.0,0.0,78520.0,0.0,6260.0,89820.0,0,89820.0
2019-03-11,0.0,0.0,0.0,6710.0,0.0,0.0,0.0,0.0,0.0,6710.0,0,6710.0
2019-03-12,0.0,0.0,0.0,5170.0,0.0,100000.0,0.0,0.0,0.0,105170.0,0,105170.0
2019-03-13,0.0,0.0,9020.0,0.0,0.0,0.0,27710.0,0.0,0.0,36730.0,0,36730.0
2019-03-14,0.0,0.0,0.0,14690.0,0.0,100000.0,660.0,0.0,0.0,115350.0,0,115350.0
2019-03-15,0.0,0.0,19810.0,1340.0,0.0,0.0,1720.0,0.0,0.0,22870.0,0,22870.0
2019-03-16,0.0,0.0,3880.0,0.0,0.0,0.0,0.0,0.0,0.0,3880.0,0,3880.0
2019-03-17,0.0,0.0,0.0,9350.0,0.0,0.0,201780.0,0.0,0.0,211130.0,0,211130.0
2019-03-18,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,750.0,0,750.0
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,1310.0,0,1310.0
2019-03-20,49490.0,0.0,0.0,940.0,0.0,0.0,100000.0,0.0,0.0,150430.0,0,150430.0
2019-03-21,0.0,0.0,0.0,29870.0,0.0,100000.0,200000.0,29750.0,940.0,360560.0,0,360560.0
2019-03-22,0.0,0.0,0.0,9630.0,0.0,100000.0,0.0,0.0,0.0,109630.0,0,109630.0
2019-03-23,0.0,0.0,0.0,0.0,0.0,0.0,6310.0,0.0,0.0,6310.0,0,6310.0
2019-03-24,8880.0,0.0,0.0,6520.0,0.0,100000.0,17570.0,0.0,0.0,132970.0,0,132970.0
2019-03-25,2480.0,0.0,0.0,37730.0,0.0,0.0,118960.0,0.0,0.0,159170.0,0,159170.0
2019-03-26,3040.0,0.0,0.0,39240.0,0.0,0.0,0.0,5180.0,0.0,47460.0,0,47460.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-03-28,0.0,0.0,0.0,2010.0,0.0,0.0,61950.0,0.0,0.0,63960.0,0,63960.0
2019-03-29,0.0,0.0,0.0,1170.0,0.0,0.0,101760.0,0.0,0.0,102930.0,0,102930.0
2019-03-30,0.0,0.0,0.0,0.0,0.0,0.0,26470.0,0.0,0.0,26470.0,0,26470.0
2019-03-31,14260.0,0.0,0.0,21820.0,0.0,100000.0,0.0,0.0,0.0,136080.0,0,136080.0
2019-04-01,0.0,0.0,0.0,0.0,1790.0,0.0,112990.0,0.0,0.0,114780.0,0,114780.0
2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0,205230.0,0.0,0.0,205230.0,0,205230.0
2019-04-03,0.0,0.0,0.0,28860.0,0.0,0.0,3560.0,0.0,0.0,32420.0,0,32420.0
2019-04-04,9100.0,100000.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,109610.0,0,109610.0
2019-04-05,0.0,0.0,0.0,440.0,0.0,0.0,13010.0,0.0,0.0,13450.0,0,13450.0
2019-04-06,0.0,0.0,0.0,0.0,550.0,100000.0,17930.0,0.0,0.0,118480.0,0,118480.0
2019-04-07,8610.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,11330.0,0,11330.0
2019-04-08,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,0,1070.0
2019-04-09,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,8570.0,108570.0,0,108570.0
2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6240.0,6240.0,0,6240.0
2019-04-11,0.0,0.0,0.0,32810.0,0.0,0.0,15110.0,0.0,8280.0,56200.0,0,56200.0
2019-04-12,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,5590.0,105590.0,0,105590.0
2019-04-13,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,0.0,890.0,3170.0,0,3170.0
2019-04-14,0.0,0.0,6050.0,440.0,0.0,0.0,31150.0,0.0,0.0,37640.0,0,37640.0
2019-04-15,13350.0,0.0,0.0,57970.0,0.0,0.0,0.0,0.0,0.0,71320.0,0,71320.0
2019-04-16,3880.0,0.0,0.0,0.0,0.0,0.0,3370.0,0.0,0.0,7250.0,0,7250.0
2019-04-17,0.0,450.0,0.0,0.0,0.0,0.0,6120.0,0.0,1970.0,8540.0,0,8540.0
2019-04-18,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,1250.0,0,1250.0
2019-04-19,0.0,0.0,0.0,3250.0,0.0,0.0,11480.0,0.0,3330.0,18060.0,0,18060.0
2019-04-20,0.0,0.0,0.0,0.0,0.0,0.0,980.0,0.0,30350.0,31330.0,0,31330.0
2019-04-21,5410.0,0.0,0.0,7830.0,0.0,0.0,0.0,0.0,0.0,13240.0,0,13240.0
2019-04-22,0.0,0.0,4110.0,0.0,0.0,0.0,0.0,0.0,0.0,4110.0,0,4110.0
2019-04-23,2450.0,0.0,0.0,0.0,0.0,0.0,100420.0,0.0,0.0,102870.0,0,102870.0
2019-04-24,960.0,1540.0,0.0,23250.0,0.0,0.0,0.0,0.0,0.0,25750.0,0,25750.0
2019-04-25,0.0,0.0,0.0,17990.0,0.0,100000.0,1490.0,0.0,0.0,119480.0,0,119480.0
2019-04-26,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-04-27,3090.0,0.0,0.0,0.0,0.0,100000.0,250.0,0.0,0.0,103340.0,0,103340.0
2019-04-28,0.0,0.0,0.0,12910.0,0.0,0.0,10770.0,0.0,0.0,23680.0,0,23680.0
2019-04-29,19430.0,0.0,0.0,0.0,0.0,0.0,4050.0,0.0,0.0,23480.0,0,23480.0
2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2910.0,2910.0,0,2910.0
2019-05-02,0.0,0.0,0.0,1200.0,0.0,0.0,1130.0,0.0,0.0,2330.0,0,2330.0
2019-05-03,0.0,0.0,0.0,680.0,0.0,0.0,106370.0,0.0,0.0,107050.0,0,107050.0
2019-05-04,0.0,4880.0,780.0,15720.0,0.0,100000.0,0.0,0.0,6560.0,127940.0,0,127940.0
2019-05-05,0.0,0.0,0.0,3470.0,0.0,0.0,0.0,0.0,0.0,3470.0,0,3470.0
2019-05-06,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,0.0,1510.0,0,1510.0
2019-05-07,0.0,0.0,0.0,107340.0,0.0,0.0,0.0,0.0,0.0,107340.0,0,107340.0
2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,0.0,0.0,1420.0,0,1420.0
2019-05-09,0.0,0.0,0.0,10810.0,0.0,0.0,0.0,4600.0,0.0,15410.0,0,15410.0
2019-05-10,4290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4290.0,0,4290.0
2019-05-11,0.0,0.0,7810.0,0.0,0.0,0.0,112950.0,0.0,0.0,120760.0,0,120760.0
2019-05-12,0.0,0.0,0.0,0.0,0.0,0.0,85820.0,0.0,0.0,85820.0,0,85820.0
2019-05-13,0.0,0.0,0.0,7110.0,0.0,0.0,0.0,0.0,0.0,7110.0,0,7110.0
2019-05-14,0.0,530.0,0.0,3170.0,0.0,0.0,0.0,0.0,840.0,4540.0,0,4540.0
2019-05-15,0.0,0.0,6280.0,15150.0,0.0,0.0,0.0,0.0,2220.0,23650.0,0,23650.0
2019-05-16,5930.0,0.0,0.0,5340.0,0.0,100000.0,100170.0,0.0,0.0,211440.0,0,211440.0
2019-05-17,0.0,0.0,5970.0,0.0,0.0,0.0,100980.0,370.0,0.0,107320.0,0,107320.0
2019-05-18,0.0,0.0,0.0,0.0,0.0,0.0,101060.0,0.0,0.0,101060.0,0,101060.0
2019-05-19,0.0,0.0,0.0,2050.0,0.0,0.0,0.0,0.0,0.0,2050.0,0,2050.0
2019-05-20,0.0,0.0,0.0,2150.0,0.0,0.0,100000.0,0.0,0.0,102150.0,0,102150.0
2019-05-21,0.0,0.0,0.0,34380.0,0.0,0.0,92430.0,0.0,1610.0,128420.0,0,128420.0
2019-05-22,0.0,0.0,8400.0,2420.0,0.0,0.0,122270.0,0.0,2800.0,135890.0,0,135890.0
2019-05-23,0.0,0.0,0.0,0.0,0.0,100000.0,103910.0,0.0,0.0,203910.0,0,203910.0
2019-05-24,0.0,0.0,0.0,6050.0,0.0,0.0,100000.0,0.0,0.0,106050.0,0,106050.0
2019-05-25,0.0,0.0,7360.0,800.0,0.0,0.0,31260.0,10250.0,0.0,49670.0,0,49670.0
2019-05-26,0.0,0.0,0.0,7830.0,0.0,0.0,0.0,0.0,0.0,7830.0,0,7830.0
2019-05-27,0.0,0.0,0.0,4960.0,0.0,0.0,0.0,0.0,0.0,4960.0,0,4960.0
2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,9990.0,0.0,0.0,9990.0,0,9990.0
2019-05-30,16430.0,0.0,0.0,660.0,0.0,0.0,0.0,18420.0,22590.0,58100.0,0,58100.0
2019-05-31,0.0,0.0,0.0,0.0,0.0,0.0,9270.0,0.0,0.0,9270.0,0,9270.0
2019-06-01,0.0,0.0,0.0,2280.0,0.0,0.0,100000.0,0.0,0.0,102280.0,0,102280.0
2019-06-03,3640.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,4700.0,0,4700.0
2019-06-04,0.0,0.0,0.0,5490.0,0.0,0.0,1110.0,0.0,0.0,6600.0,0,6600.0
2019-06-05,0.0,0.0,0.0,0.0,3240.0,0.0,15320.0,0.0,22160.0,40720.0,0,40720.0
2019-06-06,0.0,0.0,0.0,2100.0,0.0,0.0,233720.0,0.0,0.0,235820.0,0,235820.0
2019-06-07,9480.0,0.0,12280.0,0.0,0.0,0.0,148030.0,0.0,0.0,169790.0,0,169790.0
2019-06-08,0.0,0.0,0.0,3030.0,0.0,0.0,100000.0,0.0,0.0,103030.0,0,103030.0
2019-06-09,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,0,100000.0
2019-06-10,3690.0,1070.0,0.0,5860.0,0.0,0.0,100000.0,0.0,2330.0,112950.0,0,112950.0
2019-06-11,0.0,0.0,0.0,3840.0,0.0,0.0,15670.0,0.0,0.0,19510.0,0,19510.0
2019-06-12,0.0,0.0,0.0,4410.0,0.0,0.0,200000.0,5050.0,6140.0,215600.0,0,215600.0
2019-06-13,0.0,0.0,0.0,19220.0,0.0,0.0,141670.0,0.0,0.0,160890.0,0,160890.0
2019-06-14,0.0,0.0,0.0,360.0,0.0,100000.0,100000.0,1290.0,0.0,201650.0,0,201650.0
2019-06-15,0.0,0.0,1640.0,0.0,0.0,0.0,540.0,0.0,0.0,2180.0,0,2180.0
2019-06-16,1650.0,8080.0,0.0,940.0,0.0,0.0,3560.0,0.0,0.0,14230.0,0,14230.0
2019-06-17,17130.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,830.0,117960.0,0,117960.0
2019-06-18,0.0,0.0,710.0,5050.0,0.0,0.0,100000.0,0.0,9180.0,114940.0,0,114940.0
2019-06-19,0.0,0.0,10810.0,0.0,0.0,0.0,103770.0,0.0,7620.0,122200.0,0,122200.0
2019-06-20,0.0,0.0,0.0,0.0,2570.0,0.0,0.0,0.0,0.0,2570.0,0,2570.0
2019-06-21,0.0,0.0,0.0,3480.0,0.0,0.0,23250.0,0.0,0.0,26730.0,0,26730.0
2019-06-22,5930.0,0.0,0.0,540.0,0.0,0.0,6620.0,3690.0,11460.0,28240.0,0,28240.0
2019-06-23,6640.0,0.0,1890.0,21520.0,0.0,0.0,7930.0,0.0,10370.0,48350.0,0,48350.0
2019-06-24,1870.0,0.0,0.0,9380.0,0.0,0.0,0.0,0.0,66770.0,78020.0,0,78020.0
2019-06-25,0.0,0.0,0.0,9470.0,0.0,0.0,100000.0,0.0,19420.0,128890.0,0,128890.0
2019-06-26,4630.0,0.0,0.0,0.0,0.0,0.0,105950.0,0.0,19010.0,129590.0,0,129590.0
2019-06-27,0.0,3640.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,4100.0,0,4100.0
2019-06-28,3260.0,0.0,3710.0,0.0,0.0,0.0,6800.0,0.0,0.0,13770.0,0,13770.0
2019-06-29,0.0,0.0,0.0,0.0,0.0,100000.0,119740.0,0.0,640.0,220380.0,0,220380.0
2019-06-30,0.0,0.0,0.0,7010.0,0.0,0.0,4080.0,0.0,0.0,11090.0,0,11090.0
2019-07-01,0.0,3980.0,0.0,3770.0,0.0,0.0,3440.0,31040.0,19870.0,62100.0,0,62100.0
2019-07-02,0.0,0.0,19720.0,3390.0,0.0,100000.0,11460.0,0.0,0.0,134570.0,0,134570.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,2270.0,3720.0,0,3720.0
2019-07-05,0.0,0.0,0.0,12370.0,0.0,0.0,0.0,0.0,2580.0,14950.0,0,14950.0
2019-07-06,0.0,0.0,0.0,0.0,0.0,0.0,103190.0,0.0,0.0,103190.0,0,103190.0
2019-07-07,0.0,0.0,0.0,16120.0,0.0,0.0,10190.0,0.0,6740.0,33050.0,0,33050.0
2019-07-08,0.0,0.0,0.0,2830.0,0.0,0.0,0.0,0.0,3260.0,6090.0,0,6090.0
2019-07-09,0.0,23250.0,0.0,7550.0,0.0,0.0,9170.0,0.0,10880.0,50850.0,0,50850.0
2019-07-10,0.0,0.0,0.0,34790.0,0.0,0.0,0.0,0.0,0.0,34790.0,0,34790.0
2019-07-11,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0,840.0
2019-07-12,0.0,3050.0,22160.0,0.0,0.0,0.0,0.0,0.0,0.0,25210.0,0,25210.0
2019-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9080.0,9080.0,0,9080.0
2019-07-14,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,15100.0,15970.0,0,15970.0
2019-07-15,0.0,0.0,0.0,35380.0,0.0,0.0,1640.0,0.0,0.0,37020.0,0,37020.0
2019-07-16,0.0,0.0,0.0,9100.0,0.0,0.0,3380.0,0.0,1780.0,14260.0,0,14260.0
2019-07-17,0.0,0.0,0.0,3890.0,0.0,100000.0,0.0,0.0,0.0,103890.0,0,103890.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1790.0,101790.0,0,101790.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,100000.0,21040.0,4660.0,1260.0,126960.0,0,126960.0
2019-07-20,0.0,0.0,990.0,1530.0,0.0,0.0,3880.0,0.0,0.0,6400.0,0,6400.0
2019-07-21,0.0,0.0,0.0,15710.0,0.0,0.0,0.0,0.0,0.0,15710.0,0,15710.0
2019-07-22,0.0,0.0,0.0,15680.0,0.0,0.0,0.0,0.0,0.0,15680.0,0,15680.0
2019-07-23,0.0,0.0,3500.0,8770.0,0.0,0.0,0.0,950.0,2510.0,15730.0,0,15730.0
2019-07-24,0.0,0.0,0.0,6830.0,0.0,0.0,12710.0,0.0,0.0,19540.0,0,19540.0
2019-07-25,0.0,6090.0,0.0,0.0,0.0,100000.0,106620.0,0.0,0.0,212710.0,0,212710.0
2019-07-26,0.0,350.0,0.0,0.0,0.0,0.0,202800.0,0.0,0.0,203150.0,0,203150.0
2019-07-27,0.0,0.0,0.0,9230.0,0.0,0.0,107760.0,0.0,23250.0,140240.0,0,140240.0
2019-07-29,1040.0,0.0,29240.0,0.0,0.0,0.0,0.0,0.0,0.0,30280.0,0,30280.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410.0,2410.0,0,2410.0
2019-07-31,0.0,0.0,0.0,0.0,8160.0,100000.0,100000.0,0.0,0.0,208160.0,0,208160.0
2019-08-01,23720.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,0.0,25580.0,0,25580.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-08-03,3300.0,0.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,5020.0,0,5020.0
2019-08-04,0.0,0.0,0.0,10860.0,0.0,0.0,0.0,0.0,0.0,10860.0,0,10860.0
2019-08-05,0.0,0.0,1440.0,0.0,0.0,0.0,100000.0,0.0,11160.0,112600.0,0,112600.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,100000.0,84950.0,0.0,0.0,184950.0,0,184950.0
2019-08-07,0.0,0.0,0.0,23700.0,0.0,0.0,1070.0,0.0,10970.0,35740.0,0,35740.0
2019-08-08,0.0,8930.0,0.0,3010.0,0.0,0.0,600.0,0.0,0.0,12540.0,0,12540.0
2019-08-09,0.0,0.0,3500.0,0.0,0.0,0.0,9230.0,0.0,0.0,12730.0,0,12730.0
2019-08-10,13770.0,0.0,0.0,15900.0,0.0,100000.0,0.0,0.0,0.0,129670.0,0,129670.0
2019-08-11,0.0,0.0,8910.0,0.0,0.0,0.0,1900.0,0.0,0.0,10810.0,0,10810.0
2019-08-12,0.0,0.0,0.0,2790.0,3450.0,0.0,0.0,0.0,3030.0,9270.0,0,9270.0
2019-08-13,0.0,0.0,0.0,810.0,0.0,0.0,108230.0,0.0,610.0,109650.0,0,109650.0
2019-08-14,0.0,0.0,0.0,2700.0,0.0,0.0,5860.0,0.0,0.0,8560.0,0,8560.0
2019-08-15,0.0,0.0,0.0,28650.0,0.0,0.0,109430.0,0.0,0.0,138080.0,0,138080.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-08-17,0.0,0.0,1970.0,0.0,0.0,0.0,100000.0,0.0,0.0,101970.0,0,101970.0
2019-08-18,0.0,0.0,0.0,1740.0,0.0,0.0,1120.0,0.0,0.0,2860.0,0,2860.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,0.0,9670.0,500.0,1330.0,11500.0,0,11500.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,1350.0,0,1350.0
2019-08-21,0.0,0.0,0.0,23250.0,0.0,23250.0,2200.0,0.0,0.0,48700.0,0,48700.0
2019-08-22,0.0,7670.0,0.0,16280.0,0.0,0.0,680.0,0.0,17160.0,41790.0,0,41790.0
2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0,100000.0
2019-08-24,6430.0,0.0,0.0,26540.0,0.0,0.0,0.0,0.0,0.0,32970.0,0,32970.0
2019-08-25,0.0,0.0,17410.0,0.0,0.0,0.0,8380.0,0.0,0.0,25790.0,0,25790.0
2019-08-26,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,0.0,0.0,2430.0,0,2430.0
2019-08-27,460.0,0.0,26490.0,0.0,0.0,0.0,12030.0,0.0,0.0,38980.0,0,38980.0
2019-08-28,0.0,0.0,0.0,3320.0,8620.0,0.0,6420.0,0.0,0.0,18360.0,0,18360.0
2019-08-29,3880.0,0.0,0.0,0.0,0.0,0.0,101300.0,0.0,0.0,105180.0,0,105180.0
2019-08-30,0.0,0.0,0.0,9160.0,0.0,0.0,100880.0,0.0,0.0,110040.0,0,110040.0
2019-08-31,0.0,0.0,0.0,4710.0,0.0,0.0,1570.0,0.0,0.0,6280.0,0,6280.0
2019-09-01,0.0,0.0,0.0,5840.0,3430.0,0.0,580.0,0.0,0.0,9850.0,0,9850.0
2019-09-02,0.0,0.0,0.0,2270.0,0.0,0.0,0.0,0.0,0.0,2270.0,0,2270.0
2019-09-03,6310.0,0.0,0.0,0.0,0.0,0.0,4190.0,0.0,0.0,10500.0,0,10500.0
2019-09-04,0.0,0.0,0.0,8680.0,0.0,0.0,0.0,0.0,570.0,9250.0,0,9250.0
2019-09-05,6820.0,0.0,5910.0,0.0,0.0,0.0,100000.0,0.0,0.0,112730.0,0,112730.0
2019-09-06,0.0,0.0,0.0,0.0,0.0,0.0,105690.0,0.0,0.0,105690.0,0,105690.0
2019-09-07,10420.0,0.0,4680.0,1410.0,0.0,0.0,85970.0,1460.0,50.0,103990.0,0,103990.0
2019-09-08,0.0,0.0,0.0,14020.0,0.0,100000.0,0.0,0.0,0.0,114020.0,0,114020.0
2019-09-09,0.0,0.0,0.0,3180.0,0.0,0.0,100000.0,2760.0,3770.0,109710.0,0,109710.0
2019-09-10,7340.0,0.0,0.0,17540.0,0.0,0.0,6470.0,0.0,81990.0,113340.0,0,113340.0
2019-09-11,0.0,0.0,0.0,800.0,0.0,100000.0,4440.0,0.0,0.0,105240.0,0,105240.0
2019-09-12,0.0,0.0,0.0,0.0,0.0,0.0,3890.0,0.0,0.0,3890.0,0,3890.0
